Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;02;11;01;00;21.37;0.00;15.94;83.52
2019;02;11;02;00;21.18;0.00;14.26;79.82
2019;02;11;03;00;20.83;0.00;12.22;76.37
2019;02;11;04;00;20.53;0.00;11.38;71.57
2019;02;11;05;00;20.32;0.00;10.31;65.22
2019;02;11;06;00;20.06;0.00;8.71;60.26
2019;02;11;07;00;20.72;0.00;9.39;57.53
2019;02;11;08;00;22.69;0.00;12.57;66.37
2019;02;11;09;00;25.24;0.00;17.03;76.55
2019;02;11;10;00;27.53;0.00;19.42;79.32
2019;02;11;11;00;29.40;0.00;20.72;82.01
2019;02;11;12;00;30.96;0.00;22.82;83.66
2019;02;11;13;00;31.76;0.00;23.86;84.81
2019;02;11;14;00;32.25;0.00;25.60;86.78
2019;02;11;15;00;32.10;0.00;25.96;86.82
2019;02;11;16;00;31.56;0.00;26.32;86.86
2019;02;11;17;00;30.48;0.00;28.09;88.53
2019;02;11;18;00;28.14;0.00;26.66;87.68
2019;02;11;19;00;26.61;0.00;24.85;88.34
2019;02;11;20;00;25.11;0.00;25.58;87.58
2019;02;11;21;00;23.69;0.00;23.86;84.81
2019;02;11;22;00;22.48;0.00;20.72;82.01
2019;02;11;23;00;21.38;0.00;16.52;78.69
2019;02;12;00;00;20.39;0.00;13.45;74.48
2019;02;12;01;00;19.41;0.00;10.79;64.29
2019;02;12;02;00;18.56;0.00;9.00;53.13
2019;02;12;03;00;18.68;0.00;8.67;41.63
2019;02;12;04;00;18.41;0.00;8.16;41.42
2019;02;12;05;00;18.10;0.00;8.40;43.26
2019;02;12;06;00;18.13;0.00;8.65;45.00
2019;02;12;07;00;19.02;0.00;9.18;48.18
2019;02;12;08;00;21.35;0.00;12.90;67.01
2019;02;12;09;00;24.13;0.00;17.90;74.85
2019;02;12;10;00;26.79;0.00;21.48;76.43
2019;02;12;11;00;29.05;0.00;24.92;79.18
2019;02;12;12;00;30.63;0.00;27.29;81.66
2019;02;12;13;00;31.32;0.00;28.36;81.97
2019;02;12;14;00;31.62;0.00;28.77;81.36
2019;02;12;15;00;31.42;0.00;28.47;80.54
2019;02;12;16;00;30.81;0.00;28.05;81.14
2019;02;12;17;00;30.27;0.00;29.63;85.12
2019;02;12;18;00;27.64;0.00;27.01;88.47
2019;02;12;19;00;26.03;0.00;24.85;88.34
2019;02;12;20;00;24.58;0.00;24.22;84.88
2019;02;12;21;00;23.20;0.00;22.67;79.94
2019;02;12;22;00;21.92;0.00;19.39;74.93
2019;02;12;23;00;20.76;0.00;14.58;69.78
2019;02;13;00;00;19.59;0.00;10.81;60.02
2019;02;13;01;00;18.46;0.00;8.67;48.37
2019;02;13;02;00;17.50;0.00;7.49;35.22
2019;02;13;03;00;17.03;0.00;7.57;25.35
2019;02;13;04;00;16.59;0.00;7.63;19.29
2019;02;13;05;00;16.12;0.00;7.97;18.43
2019;02;13;06;00;15.69;0.00;7.86;15.95
2019;02;13;07;00;17.75;0.00;7.29;20.22
2019;02;13;08;00;21.76;0.00;9.93;43.53
2019;02;13;09;00;24.96;0.00;12.56;62.70
2019;02;13;10;00;27.72;0.00;17.11;75.38
2019;02;13;11;00;29.86;0.00;20.36;81.87
2019;02;13;12;00;31.35;0.00;21.71;84.29
2019;02;13;13;00;32.26;0.00;24.58;84.96
2019;02;13;14;00;32.49;0.00;25.68;84.37
2019;02;13;15;00;32.29;0.00;25.68;84.37
2019;02;13;16;00;31.63;0.00;26.04;84.45
2019;02;13;17;00;30.15;0.00;24.65;83.29
2019;02;13;18;00;27.86;0.00;19.60;82.61
2019;02;13;19;00;26.35;0.00;17.34;85.24
2019;02;13;20;00;25.17;0.00;19.09;87.84
2019;02;13;21;00;23.89;0.00;19.45;87.88
2019;02;13;22;00;22.46;0.00;16.62;85.03
2019;02;13;23;00;21.09;0.00;12.68;83.48
2019;02;14;00;00;19.86;0.00;9.61;77.01
2019;02;14;01;00;18.68;0.00;7.41;60.95
2019;02;14;02;00;17.97;0.00;6.88;42.88
2019;02;14;03;00;17.60;0.00;7.24;26.57
2019;02;14;04;00;17.29;0.00;7.29;20.22
2019;02;14;05;00;17.03;0.00;7.42;14.04
2019;02;14;06;00;16.77;0.00;7.07;14.74
2019;02;14;07;00;18.94;0.00;6.83;18.43
2019;02;14;08;00;22.96;0.00;8.44;39.81
2019;02;14;09;00;25.91;0.00;10.14;73.50
2019;02;14;10;00;28.14;0.00;13.32;88.45
2019;02;14;11;00;30.06;0.00;15.55;95.31
2019;02;14;12;00;31.56;0.00;17.16;99.66
2019;02;14;13;00;32.43;0.00;18.58;98.91
2019;02;14;14;00;32.71;0.00;19.77;100.49
2019;02;14;15;00;32.44;0.00;21.08;97.85
2019;02;14;16;00;30.62;0.20;22.10;96.55
2019;02;14;17;00;31.02;0.00;21.40;102.63
2019;02;14;18;00;29.01;0.00;19.56;102.76
2019;02;14;19;00;27.35;0.00;17.94;100.41
2019;02;14;20;00;25.98;0.00;18.64;100.01
2019;02;14;21;00;24.58;0.00;16.39;98.84
2019;02;14;22;00;23.23;0.00;13.34;93.09
2019;02;14;23;00;21.92;0.00;10.44;90.00
2019;02;15;00;00;20.85;0.00;8.40;80.13
2019;02;15;01;00;19.99;0.00;6.95;68.75
2019;02;15;02;00;19.22;0.00;6.49;56.31
